Person_ID,Occupation,Area_Selected,Monthly_Rent,Distance_To_Work,Public_Transport,Safety_Rating,Nearby_Hospitals,Nearby_Schools,Shopping_Access,Noise_Level,Internet_Availability,Main_Reason,Household_Type,Age,Annual_Income,Monthly_Income,Rent_Income_Ratio
P0033,Self-Employed,Green Valley,16500.0,6.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Family,41.0,396000.0,33000.0,0.5
P0503,Government,City Center,27500.0,7.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,38.0,180000.0,15000.0,1.8333333333333333
P0183,Healthcare,City Center,29500.0,4.4,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Single,25.0,900000.0,75000.0,0.3933333333333333
P0099,Teacher,North Avenue,19000.0,11.1,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Single,44.0,1008000.0,84000.0,0.2261904761904762
P0023,It Professional,Tech Park,28500.0,7.2,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Family,21.0,840000.0,70000.0,0.40714285714285714
P0039,It Professional,South Garden,14000.0,14.5,Average,3.0,No,Yes,Average,Low,Average,Quiet Environment,Family,50.0,612000.0,51000.0,0.27450980392156865
P0096,Healthcare,Tech Park,21500.0,5.6,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Single,24.0,228000.0,19000.0,1.131578947368421
P0354,Healthcare,Green Valley,18000.0,-2.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,24.0,696000.0,58000.0,0.3103448275862069
P0265,Business,South Garden,14000.0,9.1,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Family,53.0,924000.0,77000.0,0.18181818181818182
P0340,Business,North Avenue,19500.0,8.9,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Couple,37.0,2028000.0,169000.0,0.11538461538461539
P0420,Self-Employed,Green Valley,21500.0,8.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,66.0,960000.0,80000.0,0.26875
P0086,Government,Lake View,20500.0,8.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Family,22.0,240000.0,20000.0,1.025
P0370,It Professional,Green Valley,17000.0,9.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Couple,18.0,540000.0,45000.0,0.37777777777777777
P0270,It Professional,Hill View,15500.0,13.2,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Single,34.0,1992000.0,166000.0,0.09337349397590361
P0419,It Professional,South Garden,14500.0,12.3,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Couple,19.0,252000.0,21000.0,0.6904761904761905
P0402,Student,North Avenue,15000.0,6.9,Good,4.0,Yes,Yes,Good,Medium,Good,Public Transport,Family,40.0,240000.0,20000.0,0.75
P0230,Government,Lake View,18000.0,9.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,33.0,180000.0,15000.0,1.2
P0034,Student,Green Valley,19000.0,7.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,27.0,1956000.0,163000.0,0.1165644171779141
P0433,Government,Green Valley,20000.0,7.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,57.0,612000.0,51000.0,0.39215686274509803
P0216,Self-Employed,Hill View,16500.0,15.9,Poor,4.0,No,Yes,Good,Low,Good,Hospitals,Single,18.0,2028000.0,169000.0,0.09763313609467456
P0595,Teacher,Green Valley,17000.0,7.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,26.0,732000.0,61000.0,0.2786885245901639
P0365,Student,City Center,26000.0,8.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Family,34.0,1548000.0,129000.0,0.20155038759689922
P0360,Teacher,City Center,30500.0,4.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Couple,43.0,2016000.0,168000.0,0.18154761904761904
P0271,Healthcare,South Garden,12500.0,13.3,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Family,25.0,1800000.0,150000.0,0.08333333333333333
P0583,Healthcare,Green Valley,20000.0,9.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,40.0,1068000.0,89000.0,0.2247191011235955
P0070,It Professional,Green Valley,19000.0,7.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Family,56.0,624000.0,52000.0,0.36538461538461536
P0515,Student,Lake View,14500.0,9.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Quiet Environment,Couple,20.0,684000.0,57000.0,0.2543859649122807
P0020,Business,Green Valley,18500.0,6.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,49.0,612000.0,51000.0,0.3627450980392157
P0501,Student,Riverside,20000.0,10.2,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Single,19.0,144000.0,12000.0,1.6666666666666667
P0189,Healthcare,Green Valley,18000.0,9.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Family,33.0,1056000.0,88000.0,0.20454545454545456
P0113,Student,City Center,28000.0,1.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,47.0,216000.0,18000.0,1.5555555555555556
P0308,It Professional,Tech Park,29000.0,7.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,22.0,1104000.0,92000.0,0.31521739130434784
P0479,Government,Tech Park,24000.0,3.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Single,34.0,324000.0,27000.0,0.8888888888888888
P0335,Self-Employed,Green Valley,19500.0,7.2,Good,5.0,Yes,Yes,Good,Medium,Excellent,Affordable Rent,Family,27.0,852000.0,71000.0,0.2746478873239437
P0044,Student,Hill View,14000.0,21.0,Poor,4.0,No,Yes,Average,Low,Good,Schools,Single,20.0,168000.0,14000.0,1.0
P0599,Finance,Hill View,18500.0,14.6,Poor,4.0,No,Yes,Average,Low,Good,Schools,Single,42.0,360000.0,30000.0,0.6166666666666667
P0067,Healthcare,Hill View,13500.0,18.0,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Family,18.0,180000.0,15000.0,0.9
P0162,Healthcare,City Center,29000.0,6.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Couple,68.0,660000.0,55000.0,0.5272727272727272
P0579,Finance,Riverside,20000.0,12.8,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,26.0,1104000.0,92000.0,0.21739130434782608
P0392,Teacher,South Garden,19500.0,11.4,Average,3.0,No,Yes,Average,Low,Average,Public Transport,Single,21.0,180000.0,15000.0,1.3
P0527,Government,City Center,25500.0,6.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Couple,39.0,792000.0,66000.0,0.38636363636363635
P0140,It Professional,Green Valley,20500.0,7.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,34.0,288000.0,24000.0,0.8541666666666666
P0076,It Professional,Green Valley,19500.0,6.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Single,29.0,204000.0,17000.0,1.1470588235294117
P0080,Student,Green Valley,15500.0,8.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,23.0,744000.0,62000.0,0.25
P0535,Teacher,Lake View,23500.0,7.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,46.0,1620000.0,135000.0,0.17407407407407408
P0059,Teacher,Green Valley,27000.0,5.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Family,30.0,264000.0,22000.0,1.2272727272727273
P0366,It Professional,North Avenue,21500.0,7.8,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Single,32.0,1140000.0,95000.0,0.22631578947368422
P0289,Business,Green Valley,20500.0,9.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Single,34.0,1452000.0,121000.0,0.16942148760330578
P0074,It Professional,City Center,27000.0,5.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,36.0,156000.0,13000.0,2.076923076923077
P0260,It Professional,Green Valley,16500.0,8.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,33.0,1224000.0,102000.0,0.16176470588235295
P0312,It Professional,Green Valley,19500.0,9.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,53.0,1728000.0,144000.0,0.13541666666666666
P0217,Self-Employed,Hill View,15000.0,13.9,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Single,28.0,624000.0,52000.0,0.28846153846153844
P0292,Self-Employed,Green Valley,16500.0,8.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,40.0,1392000.0,116000.0,0.14224137931034483
P0227,Self-Employed,Hill View,15000.0,19.0,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Family,42.0,252000.0,21000.0,0.7142857142857143
P0468,Teacher,North Avenue,16000.0,9.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,44.0,1092000.0,91000.0,0.17582417582417584
P0050,Finance,Riverside,18500.0,9.0,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Couple,40.0,888000.0,74000.0,0.25
P0153,Business,Green Valley,18000.0,8.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,18.0,984000.0,82000.0,0.21951219512195122
P0482,It Professional,Hill View,15000.0,15.0,Poor,4.0,No,Yes,Average,Low,Good,Internet Availability,Single,18.0,780000.0,65000.0,0.23076923076923078
P0293,Student,Lake View,22000.0,8.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,46.0,1164000.0,97000.0,0.2268041237113402
P0516,It Professional,Green Valley,15000.0,9.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,32.0,648000.0,54000.0,0.2777777777777778
P0246,Student,Riverside,20000.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Schools,Single,29.0,264000.0,22000.0,0.9090909090909091
P0297,Self-Employed,Riverside,20000.0,13.4,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,39.0,1200000.0,100000.0,0.2
P0250,Healthcare,Lake View,21500.0,13.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,24.0,1020000.0,85000.0,0.2529411764705882
P0352,Business,Tech Park,27500.0,3.3,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Single,38.0,1464000.0,122000.0,0.22540983606557377
P0362,Finance,City Center,27500.0,3.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Family,37.0,780000.0,65000.0,0.4230769230769231
P0414,It Professional,City Center,32000.0,6.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Internet Availability,Couple,40.0,504000.0,42000.0,0.7619047619047619
P0464,It Professional,Tech Park,21000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Single,21.0,336000.0,28000.0,0.75
P0048,Self-Employed,City Center,28500.0,5.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Family,43.0,1404000.0,117000.0,0.24358974358974358
P0117,It Professional,Lake View,25000.0,12.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Couple,53.0,900000.0,75000.0,0.3333333333333333
P0202,Self-Employed,North Avenue,18000.0,12.5,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Single,20.0,1776000.0,148000.0,0.12162162162162163
P0018,It Professional,North Avenue,19000.0,11.1,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,40.0,924000.0,77000.0,0.24675324675324675
P0325,Teacher,South Garden,14000.0,16.1,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Family,32.0,564000.0,47000.0,0.2978723404255319
P0026,Healthcare,Green Valley,17000.0,5.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,31.0,780000.0,65000.0,0.26153846153846155
P0295,Business,City Center,28500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Couple,50.0,540000.0,45000.0,0.6333333333333333
P0418,It Professional,Tech Park,31000.0,6.6,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Couple,27.0,1056000.0,88000.0,0.3522727272727273
P0136,It Professional,South Garden,13500.0,16.0,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Single,28.0,2064000.0,172000.0,0.07848837209302326
P0481,It Professional,Hill View,17500.0,13.3,Poor,4.0,No,Yes,Average,Low,Good,Safety,Couple,48.0,1092000.0,91000.0,0.19230769230769232
P0028,Healthcare,Green Valley,12000.0,9.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,68.0,732000.0,61000.0,0.19672131147540983
P0439,Self-Employed,Tech Park,28500.0,1.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Single,30.0,156000.0,13000.0,2.1923076923076925
P0029,Self-Employed,Green Valley,19500.0,5.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Family,67.0,876000.0,73000.0,0.2671232876712329
P0436,Business,Hill View,18000.0,16.1,Poor,4.0,No,Yes,Average,Low,Good,Shopping Access,Single,30.0,768000.0,64000.0,0.28125
P0413,Student,Green Valley,19500.0,7.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,21.0,852000.0,71000.0,0.2746478873239437
P0542,Healthcare,South Garden,13500.0,12.6,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Couple,54.0,816000.0,68000.0,0.19852941176470587
P0334,It Professional,City Center,27500.0,9.6,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,41.0,1224000.0,102000.0,0.2696078431372549
P0391,Finance,City Center,27000.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Couple,19.0,984000.0,82000.0,0.32926829268292684
P0258,Finance,Hill View,16500.0,15.6,Poor,4.0,No,Yes,Average,Low,Good,Public Transport,Single,32.0,1368000.0,114000.0,0.14473684210526316
